Next Page Token = CfDJ8Ih_VxHsLwdJhHStLnSaLO_Zu_h9Cz4TowEmB3v8nHWKLLMZyegUUL_rI9I_NzZkf6KL6nEOI2RXvqoHkDrm9dM
teamId,teamName,submissionDate,score
15452647,NullSira,2026-06-12 18:10:30.736000,0.90
15418537,Domdolus Tolus,2026-06-12 00:03:12.893000,0.88
15426953,vli,2026-06-08 12:13:15.206000,0.88
15417208,Kh0a,2026-06-11 21:13:12.406000,0.88
15416656,Y | M | F,2026-06-12 16:59:26.500000,0.87
15623246,Researcher 7919,2026-06-12 12:34:18.446000,0.87
15418984,Alehandreus & Yurnero,2026-06-11 20:32:29.043000,0.87
15420570,Team,2026-06-12 01:08:51.403000,0.87
15429334,Fate,2026-06-12 15:16:33.406000,0.87
15438078,LX,2026-06-12 04:39:44.100000,0.87
15448082,JK-Piece,2026-06-12 18:29:35.900000,0.87
15641463,Dipam Chakraborty,2026-06-12 06:44:27.430000,0.87
15523909,Lora is all you need,2026-06-11 12:04:00.430000,0.87
15417660,Surya milenial,2026-06-12 14:06:32.993000,0.87
15417260,Yoshinari Kawashima,2026-06-12 13:15:40.380000,0.87
15585914,Michał Gromadzki,2026-06-12 14:54:19.730000,0.87
15535245,GeniusYY,2026-06-09 04:21:29.243000,0.87
15568292,Tsingtao Bro,2026-06-09 03:05:16.083000,0.87
15419091,kansai-kanto-kaggler,2026-06-12 14:00:07.740000,0.87
15508062,sda sad ads,2026-06-12 15:11:38.250000,0.87
