Next Page Token = CfDJ8G82xNY93phHtA6xMwIf8xOEGaHEV1U17jQv3fes_7mwjVQogosfYn_4hCOM0yjX6kBgF1MF0kl04OPitWIPjXY
teamId,teamName,submissionDate,score
15452647,NullSira,2026-06-10 22:03:31.646000,0.89
15418537,Domdolus Tolus,2026-06-10 13:30:14.736000,0.88
15426953,vli,2026-06-08 12:13:15.206000,0.88
15417208,Kh0a,2026-06-08 23:57:04.973000,0.88
15416656,Y | M | F,2026-06-10 22:48:29.210000,0.87
15623246,Researcher 7919,2026-06-10 10:56:01.253000,0.87
15418984,Alehandreus & Yurnero,2026-06-10 21:36:47.106000,0.87
15420570,Team,2026-06-10 21:56:56.243000,0.87
15429334,Fate,2026-06-10 14:36:46.366000,0.87
15438078,LX,2026-06-10 21:14:34.493000,0.87
15448082,JK-Piece,2026-06-10 21:54:32.606000,0.87
15523909,Lora is all you need,2026-06-10 15:13:19.826000,0.87
15417660,Surya milenial,2026-06-10 14:34:12.773000,0.87
15417260,Yoshinari Kawashima,2026-06-10 13:35:11.836000,0.87
15585914,Michał Gromadzki,2026-06-10 21:59:11.636000,0.87
15535245,GeniusYY,2026-06-09 04:21:29.243000,0.87
15568292,Tsingtao Bro,2026-06-09 03:05:16.083000,0.87
15419091,kansai-kanto-kaggler,2026-06-09 23:04:34.280000,0.87
15508062,sda sad ads,2026-06-09 11:22:32.116000,0.87
16223370,coreforged,2026-06-04 17:10:16.183000,0.87
